Sample,Species,Taxon,10_0,2,3,12_0,5,13_0,7,8,14_0,10,14_1,12,15_0,14,15,16_0,16_1,18,17_0,17_1,21,18_0,18_1,24,25,18_2,27,18_3n6,29,30,18_3n3,32,33,20_0,20_1,20_2,37,20_3n6,39,20_4n6,20_3n3,42,43,44,20_5n3,22_0,47,22_1,49,50,51,22_2,53,22_4,55,22_5,24_0,22_6n4__24_1(comb),60
MFM3_A,fm,mollusc,0,0,0,0,0,0,0,0,0.008694356,0.014971336,0.032541006,0.008114049,0.022734065,0.001449569,0.027168038,0.157465704,0.07341817,0.018484862,0.019123424,0.006000734,0.001540414,0.049578247,0.083925106,0,0,0.039355188,0.006475932,0.005745629,0,0,0.027419232,0.003134799,0,0.003533741,0.101834932,0.01203748,0.002363674,0.001832619,0,0.055049337,0,0,0,0.001645675,0.067612528,0,0,0.001849614,0.009572333,0,0,0,0.005417778,0.017481292,0.005391745,0.08610268,0,0.012988122,0.007946592
MFM4_A,fm,mollusc,0,0,0,0,0,0,0,0,0.009023687,0.021075511,0.031726431,0.006582227,0.02281078,0,0.025954365,0.174973098,0.088184571,0.023472926,0.017990417,0.006080761,0.001869356,0.054913872,0.105512704,0,0,0.042221554,0.006194727,0.006406271,0,0,0.027701011,0.004032588,0,0.004278926,0.080264721,0.008567617,0.002014209,0,0,0.05556264,0,0,0,0,0.074955239,0.001887418,0,0.00184717,0.007038123,0,0,0,0,0.011685661,0.005799181,0.057320538,0,0.012051701,0
MFM5_A,fm,mollusc,0,0,0,0,0,0,0,0,0.007156426,0.011027539,0.022208944,0.005466841,0.016351146,0.000521198,0.020021309,0.145016646,0.061588574,0.041533209,0.020197384,0.006696177,0.004856042,0.067041315,0.0735568,0.002538112,0.002292754,0.038706113,0.007210037,0.007426993,0.00185758,0,0.026082275,0.004529993,0,0.007314902,0.084594602,0.01589758,0.001623381,0.001682043,0,0.056925935,0.002645682,0,0.002079557,0,0.077308206,0.001127248,0.001551151,0.006285809,0.007216431,0,0,0.002830194,0.004801161,0.01695889,0.008110707,0.084488653,0.001371495,0.017706289,0.00359668
MFM6_A,fm,mollusc,0.002442504,0,0,0,0,0.002080547,0,0,0.007980544,0.013885194,0.022638724,0.005639996,0.016801098,0.000815979,0.020489202,0.162350029,0.079410354,0.025895342,0.016427323,0.006570801,0.00221843,0.057849395,0.084759351,0.003142308,0.000947872,0.042649945,0.004508517,0.007212235,0.003230442,0,0.029977411,0.00459381,0,0.005365097,0.087603531,0.015873187,0.001743645,0.002077753,0,0.048863164,0.001792841,0,0.001866367,0,0.08003524,0,0,0.004163518,0.00673854,0,0,0,0.004885475,0.012439979,0.007454534,0.07420579,0,0.016096725,0.004277259
MFM7_A,fm,mollusc,0.003356255,0,0,0,0,0,0,0,0.016505341,0.005157954,0.054225114,0.007069978,0.036096531,0,0.037320058,0.144453475,0.050788057,0.021295707,0.017925994,0,0,0.080708756,0.111193469,0,0,0.046874371,0.009492036,0,0,0,0.01993176,0,0,0,0.091694922,0,0,0,0,0.084699934,0,0,0,0,0.050745715,0,0,0,0.015160825,0,0,0,0,0.018032981,0.006144974,0.046547705,0,0.024578087,0
MFM8_A,fm,mollusc,0.003977783,0,0,0,0,0.014088054,0,0,0.009334199,0.027196128,0.030648557,0.007245835,0.021217448,0.001283321,0.025773824,0.151859292,0.087056471,0.017553712,0.016131929,0.007193147,0.001170374,0.045961308,0.079868675,0,0,0.034927612,0.006295108,0.005476308,0,0,0.025533376,0.004277859,0,0.002515052,0.084878712,0.009940166,0.00260754,0.001695724,0,0.051682033,0,0,0,0.001418338,0.078495956,0,0,0.002597596,0.009367595,0,0,0,0.006432133,0.01264024,0.004072651,0.0894905,0,0.012634142,0.005461299
MFM9_A,fm,mollusc,0.003727318,0,0,0,0,0,0,0,0.006297168,0.008066116,0.067905617,0.008520938,0.043174856,0,0.04739466,0.135667601,0.044208758,0.025122878,0.019196809,0,0,0.067885061,0.093690958,0,0,0.054105293,0.013852382,0,0,0,0.018268775,0,0,0,0.114722141,0,0,0,0,0.10578408,0,0,0,0,0.044663501,0,0,0,0.015162455,0,0,0,0,0.019948802,0,0.042633833,0,0,0
MPB_KY_A,pbk,mollusc,0,0,0,0,0,0.010331772,0,0,0.004562241,0.008070489,0.005481243,0.001561032,0.007169954,0,0.011167982,0.129927545,0.164633361,0.013833001,0.031281388,0.008490894,0.014952592,0.059480979,0.091430953,0.005004314,0,0.047689607,0.003055846,0.002119676,0,0,0.026942446,0.003089531,0,0.002834471,0.140991325,0.009736219,0,0,0,0.064770445,0,0,0,0,0.027053775,0,0.005095819,0.027682165,0,0,0,0,0.009057139,0.01782673,0.009040013,0.022775518,0,0.012859536,0
MRP1_A,rp,mollusc,0.092204479,0,0,0,0,0.199593378,0,0,0,0,0,0,0,0,0,0.087704728,0.161075072,0.020554706,0,0.01475281,0,0.062648072,0.075699404,0,0,0.082666946,0.025070504,0,0,0,0,0,0,0,0.086863319,0,0,0,0,0.068169012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022997568,0,0,0,0,0
MRP2_A,rp,mollusc,0.010529668,0,0,0,0,0.0877606,0,0,0.002936195,0.011473397,0.003381982,0,0.005669225,0,0.0085493,0.060021299,0.180207663,0.019864077,0.021939497,0.031983017,0.003279887,0.039679673,0.092185607,0.017821667,0,0.04417015,0.024110232,0,0,0,0.012235307,0,0,0,0.116452227,0.009782057,0,0,0,0.086521918,0,0,0,0,0.023854936,0,0,0,0.028829643,0,0,0,0.00855159,0.026670602,0.009161623,0.012376962,0,0,0
MRP4_A,rp,mollusc,0.002870266,0,0,0,0,0.013960181,0,0,0.002384034,0.00896814,0.002659663,0.001858539,0.004407686,0.002080004,0.009417064,0.055003242,0.188241303,0.023137973,0.024748384,0.036846132,0.00866737,0.04728561,0.09810751,0.019591227,0,0.049897467,0.027774199,0.002740078,0,0,0.012750424,0,0,0,0.132448248,0.009574582,0,0,0,0.093534145,0,0,0,0,0.02056185,0,0.00404227,0,0.027339729,0,0,0,0.009091176,0.028385307,0.010865232,0.013895795,0,0.006865168,0
MRP5_A,rp,mollusc,0,0,0,0,0,0.029809486,0,0,0.003739418,0.01098446,0,0,0.006293317,0,0.004792162,0.090818504,0.174392287,0.022596573,0.024606781,0.018832137,0,0.053996185,0.116362465,0.012983075,0,0.061292178,0.018277411,0,0,0,0.023239299,0,0,0,0.105811245,0.010761175,0,0,0,0.092657593,0,0,0,0,0.034833621,0,0,0,0.024580862,0,0,0,0,0.027133031,0.013622335,0.017584401,0,0,0
MSP_KY_A,spk,mollusc,0,0,0,0,0,0.012454812,0,0,0.01024537,0.00734058,0.001770647,0,0.005334544,0,0.007202588,0.267168093,0.186423574,0.010651317,0.018524928,0.005655978,0.004866486,0.039220477,0.103693935,0,0,0.040792568,0,0,0,0,0.037627537,0.005466396,0,0,0.122703921,0.012900764,0,0,0,0.021411323,0,0,0,0,0.018835769,0,0,0,0.024447533,0,0,0,0,0,0.012099802,0.012999414,0,0.010161643,0
MWP1_A,wp,mollusc,0.002393424,0,0,0,0,0.010866391,0,0,0.009321373,0.008506911,0.00167418,0.002216492,0.005026369,0,0.007112869,0.151131134,0.189357676,0.021030816,0.016507341,0.01577609,0.011342215,0.048672197,0.112793773,0,0,0.046833334,0.00850524,0.004971354,0,0,0.021928517,0.002706897,0,0.003503317,0.090757313,0.009693429,0,0,0,0.06521674,0,0,0,0,0.055537184,0,0,0,0.014206961,0,0,0,0,0.010443507,0.00829145,0.033509768,0,0.010165738,0
MWP10_A,wp,mollusc,0.001903015,0,0,0,0,0,0,0,0.01367788,0.025923778,0.043979464,0.01083016,0.029707313,0.002432244,0.028718284,0.181722699,0.103041088,0.015927256,0.014450125,0,0,0.044441965,0.089807296,0,0,0.031212906,0.008240367,0,0,0,0.026152143,0.002416487,0,0,0.102310363,0.011905614,0,0,0,0.05968296,0,0,0,0,0.07868866,0,0,0,0.014704553,0,0,0,0,0.008720792,0.003838264,0.036160327,0,0.009403996,0
MWP2_A,wp,mollusc,0.001516863,0,0,0,0,0.015577837,0,0,0.006679661,0.008817342,0.0021471,0.001846638,0.005270103,0,0.008435795,0.162702019,0.177097573,0.022860845,0.023459358,0.01527365,0.00939318,0.052658514,0.106552032,0,0,0.041969214,0.007444008,0,0,0,0.026831539,0,0,0,0.10187759,0.010388551,0,0,0,0.060268299,0,0,0,0,0.043722236,0,0,0,0.016577037,0,0,0,0,0.011463826,0.008784218,0.04003178,0,0.01035319,0
MWP3_A,wp,mollusc,0.00431812,0,0,0,0,0.020041317,0,0,0.010320695,0.027947428,0.033943835,0.008290251,0.023836382,0,0.02834416,0.178523708,0.109539458,0.01736178,0.016419407,0.00654238,0.001214764,0.044842337,0.09488565,0,0,0.03740562,0.006554214,0.005068091,0,0,0.024600074,0.002999536,0,0.003052116,0.089496241,0.0100371,0,0,0,0.055711953,0,0,0,0,0.069148667,0,0,0.001918063,0.013684,0,0,0,0,0.008013566,0.005377866,0.030439228,0,0.010121994,0
MWP4_A,wp,mollusc,0.002219446,0,0,0,0,0,0,0,0.010684645,0.019039275,0.04167344,0.009886243,0.027864254,0,0.029102008,0.177915215,0.111146682,0.020562095,0.017501879,0,0.001511178,0.049160183,0.099013328,0,0,0.040252969,0.009361402,0.005253578,0,0,0.021896696,0.002789496,0,0.00321109,0.092027901,0.010925325,0,0,0,0.053006978,0,0,0,0,0.072536614,0,0,0,0.013969296,0,0,0,0,0.008631154,0.004311631,0.035200246,0,0.009345753,0
MWP5_A,wp,mollusc,0.002243391,0,0,0,0,0.002570924,0.000744211,0,0.011661322,0.032456698,0.040771017,0.009723891,0.027114296,0.00190036,0.03228964,0.172821988,0.095753892,0.01976022,0.018310231,0.005536692,0.001258239,0.04302387,0.082330398,0.001362618,0,0.031717483,0.007714896,0.005402888,0,0,0.025743247,0.002672171,0,0.003434668,0.100555675,0.010810166,0.001775217,0,0,0.053958788,0,0,0,0,0.077849033,0,0,0,0.016254245,0,0,0,0,0.008937764,0.004857309,0.036177024,0,0.010505527,0
MWP6_A,wp,mollusc,0.002987636,0,0,0,0,0,0,0,0.01137519,0.026585413,0.04532835,0.009172514,0.029635281,0.002539148,0.031007742,0.16751158,0.103408569,0.018074366,0.01708096,0.00203778,0,0.044438421,0.079588553,0,0,0.035816957,0.007288432,0.005011891,0,0,0.023847004,0.002655382,0,0.002663662,0.102982743,0.011363137,0,0,0,0.060108563,0,0,0,0,0.074677824,0,0,0.001947378,0.01561425,0,0,0,0,0.009165404,0.005868445,0.039765804,0,0.010451622,0
MWP7_A,wp,mollusc,0.002547976,0,0,0,0,0,0,0,0.012372562,0.027850182,0.039397611,0.008115639,0.026008606,0.002535954,0.027841582,0.17694558,0.109965113,0.015422329,0.018829347,0.003218708,0.001054442,0.045564855,0.080730669,0,0,0.029833654,0.007327681,0.003076866,0,0,0.027150723,0.003095612,0,0.00254859,0.097577917,0.009454582,0,0,0,0.05320519,0,0,0,0,0.080749465,0,0,0.002144917,0.01725256,0,0,0,0.005754855,0.007947702,0.004581325,0.039781694,0,0.010115514,0
MWP8_A,wp,mollusc,0.002773292,0,0,0,0,0,0.000670783,0,0.010490715,0.026671908,0.034929737,0.008207377,0.02406403,0.001882429,0.02824004,0.189677526,0.1046153,0.020492219,0.020133059,0.005997624,0.001349421,0.042796395,0.085558335,0,0,0.032176094,0.007576629,0.004753034,0,0,0.025886535,0.003028145,0,0.002564262,0.095774809,0.010689427,0.001777819,0,0,0.049193596,0,0,0,0,0.071290857,0,0.001830597,0.001644065,0.014827156,0,0,0,0.006008317,0.007991028,0.007298825,0.03719933,0,0.009939285,0
MWP9_A,wp,mollusc,0.002552341,0,0,0,0,0,0,0,0.011451256,0.026799161,0.036380409,0.007981099,0.025595932,0.001450922,0.02719893,0.183440329,0.120173028,0.016820403,0.018658828,0.001862976,0.001116017,0.047398557,0.082962236,0,0,0.03476917,0.006749225,0.005200804,0,0,0.026136033,0.003288983,0,0.002799798,0.086315509,0.009792621,0,0,0,0.055378075,0,0,0,0,0.077803799,0,0,0.002349929,0.012472785,0,0,0,0,0.007458554,0.005525317,0.039162166,0.001978445,0.010976362,0
O1_A,ot,otter,0.000400484,0,0,0.002909813,0.000599066,0.018711957,0,0.001190654,0.050344491,0.001847737,0.008384711,0.008523973,0.007510873,0.001725462,0.002964665,0.151494311,0.115892684,0.012833635,0.014697162,0.013606295,0.001506628,0.036761459,0.286597405,0.002642132,0.000465663,0.076305447,0.001881837,0.003429066,0.003364411,0.001141947,0.024885323,0.003495998,0,0.001943037,0.018789134,0.006875656,0,0.002962335,0,0.016406159,0.002749917,0,0,0.002593835,0.007847529,0,0,0.000923451,0,0,0,0,0,0.010492289,0.011761606,0.028870299,0,0.031669463,0
O10_A,ot,otter,0.000157013,0,0,0.002085953,0.000280312,0.001820875,0,0.000423163,0.047097244,0.000122287,0.00644544,0.003562329,0.003378879,0.000605879,0.001794904,0.208973417,0.144955129,0.009229843,0.009657858,0.010515374,0.002458853,0.048606504,0.297676942,0.005297732,0.000667917,0.038875457,0.002463324,0.001643296,0.004201343,0.00121374,0.014524834,0.00261082,0.000643129,0.001103079,0.013073219,0.005529822,0,0.002293805,0,0.013955865,0.00199864,0,0,0.00342622,0.009719333,0,0,0.000751458,0,0.000324446,0,0,0.001117587,0.006610057,0.00310519,0.030625955,0,0.034375535,0
O11_A,ot,otter,0.000219379,0,0,0.001875568,0.000349698,0.010320899,0,0.000637478,0.052860369,0.0002747,0.009316568,0.005677875,0.004567066,0.000850579,0.002395878,0.165444792,0.146109982,0.009159243,0.008382038,0.013495142,0.001777662,0.027116518,0.278798087,0.006539409,0.002244665,0.06371158,0.001076612,0.002434277,0.001807841,0.000932898,0.025949256,0.003732355,0,0.001128232,0.008675497,0.006483252,0,0.002700738,0,0.022728236,0.003256879,0,0,0.003818072,0.007391073,0,0,0.000634288,0,0.000401929,0,0,0.000465192,0.009305633,0.011074364,0.031176674,0,0.042701526,0
O12_A,ot,otter,0.000238368,0,0,0.00190683,0.000303642,0.018953961,0,0.00074799,0.047264211,0,0.00396301,0.006003401,0.00638761,0.000901675,0.002826512,0.158036101,0.09932026,0.016577802,0.012163199,0.013065541,0.002824944,0.033025362,0.3024556,0.004206507,0.000622763,0.072483682,0.001837281,0.002808833,0.003377167,0.001567113,0.023831062,0.004709017,0,0.001249365,0.02532963,0.009403305,0,0.00343121,0,0.016602424,0.003167001,0,0,0.005122491,0.009888256,0,0.000789333,0.000699824,0,0,0,0,0.001705359,0.008773838,0.010177389,0.024660817,0,0.036590316,0
O13_A,ot,otter,0.000109043,0.000284656,0,0.002569524,0.000782518,0.052743935,9.43E-05,0.000385682,0.035515394,0.00012067,0.008502386,0.00325581,0.00986112,0.004380093,0.001579259,0.134452649,0.157320061,0.012173503,0.014066018,0.022430287,0.00450718,0.022121887,0.326348797,0.006422192,0.003092062,0.03795584,0.002876047,0.002055082,0.00424345,0.001631425,0.016281202,0.004168689,0,0.001316707,0.01956836,0.007233518,0.000704976,0.002481704,0,0.011325956,0.00144176,0,0,0.002751449,0.011688102,0,0.000327309,0.001305737,0.000846496,0,0,0,0.001605857,0.00465966,0.004626577,0.019274457,0,0.016510618,0
O14_A,ot,otter,0.000276741,0,0,0.001718062,0,0.008074705,0,0.000412389,0.062800028,0,0.004637368,0.004154653,0.004903082,0.001099428,0.001927219,0.211713966,0.096711613,0.014342847,0.010182935,0.011685189,0.001350501,0.054677013,0.274963657,0.001866643,0.000612667,0.06008769,0.001891709,0.0019179,0.003313359,0.001493632,0.022546198,0.002218025,0,0.000971319,0.016865329,0.007855148,0,0.003244567,0,0.020304091,0.002532954,0,0,0.003485291,0.009502202,0,0,0.000456866,0,0,0,0,0.001767525,0.008185694,0.007615284,0.025921851,0,0.029712661,0
O15_A,ot,otter,0.001568446,0,0,0.004583198,0,0.100415922,0,0,0.032609416,0,0.001730649,0.003214263,0.005063151,0,0.003932099,0.193674531,0.128909737,0.00860587,0.024250454,0.011424681,0.005269773,0.068488431,0.199406277,0,0,0.050319229,0.003341012,0,0.005866713,0,0.019540168,0,0,0,0.006326678,0.004124103,0,0.004999512,0,0.036586589,0,0,0,0,0.028259259,0,0,0,0,0,0,0,0,0.006157797,0,0.018501945,0,0.022830098,0
O16_A,ot,otter,0.00053724,0,0,0.002257803,0.000172138,0.024482164,0,0.000453556,0.064432681,0,0.00324461,0.003289689,0.004481004,0.000637087,0.001180534,0.261288563,0.147809391,0.008583192,0.022231294,0.017442868,0.00494917,0.044576216,0.161664174,0.001670442,0.000768207,0.028324783,0.003713122,0.002983971,0.009847537,0.000720091,0.020290831,0.004032657,0.003201232,0.001296294,0.009244291,0.00267792,0,0.003254273,0,0.011872495,0.002798733,0,0.005490196,0,0.034390672,0,0,0.001584707,0,0,0,0,0.002463208,0.002714611,0.001316934,0.029427138,0,0.04220228,0
O17_A,ot,otter,0.000155858,0.000298083,0,0.002162614,0.000964126,0.002309359,0,0.000731743,0.03709636,0.001579935,0.007212234,0.005896944,0.005152331,0.00115083,0.003050146,0.134777864,0.137405789,0.016381209,0.014324093,0.014602262,0.003966487,0.022570437,0.28742413,0.00699908,0.002979286,0.067336434,0.003460807,0.002784457,0.005045935,0.001156851,0.028902303,0.004654159,0.001658943,0.001366346,0.017449054,0.008910384,0.001048083,0.003407957,0,0.020810063,0.003262262,0,0,0.003831633,0.019032284,0,0.000491263,0.000857954,0,0.000350108,0,0,0.001695439,0.009157726,0.009935627,0.033790411,0,0.040412318,0
O18_A,ot,otter,0.000229887,0,0,0.002284288,0.000763955,0.01617018,0,0.000631807,0.049069288,0,0.003111149,0.005558233,0.004909397,0.00107879,0.002537801,0.160748626,0.080433195,0.011134623,0.013163267,0.010049631,0.001354039,0.052958154,0.272859899,0.004037956,0.000832181,0.093296265,0.002582924,0.002924311,0.004018102,0.001772039,0.017297261,0.003027672,0,0.001944766,0.020325253,0.010753841,0,0.004926292,0,0.017140557,0.002619152,0,0,0.003321657,0.008936777,0,0.000630519,0.001015705,0,0.000571186,0,0,0.001653824,0.009898009,0.006586595,0.043293688,0,0.047547257,0
O19_A,ot,otter,0.000243242,0.000666271,0,0.003353588,0.000632979,0.004719001,0,0.000897043,0.039786181,0.000305284,0.003868128,0.006727171,0.007932439,0.001173429,0.003025883,0.154439952,0.082240003,0.016029785,0.013429786,0.013223081,0.003424704,0.033719166,0.272193501,0.005261016,0.001231415,0.133055514,0.001946845,0.003377995,0.003491044,0.001614424,0.032639832,0.00322416,0.000362036,0.001651904,0.01842768,0.009886984,0.000603211,0.004114495,0,0.021367809,0.003290465,0,0,0.003136352,0.008427047,0.000271566,0.000579724,0.000757046,0,0.000369435,0,0,0.001504443,0.01015352,0.006557011,0.025547408,0,0.035119001,0
O2_A,ot,otter,0.000436987,0.000459369,0,0.002874963,0.000612587,0.004540998,0,0.00109723,0.058717129,0.000278676,0.003375519,0.008889144,0.008426224,0.003222378,0.003039361,0.114910427,0.099339608,0.015012739,0.012876114,0.020659888,0.003125862,0.024027093,0.32887739,0.008476183,0.003358137,0.054200208,0.001679419,0.003953448,0.002682121,0.001607511,0.031189266,0.014770386,0,0.001205089,0.024058286,0.00662864,0.000604264,0.003324406,0,0.017573596,0.002423888,0,0,0.005053005,0.012307385,0,0,0.000982257,0,0,0,0,0.001182658,0.006530209,0.008505668,0.032112011,0,0.040792272,0
O20_A,ot,otter,0.001211411,0.000407806,0.00018429,0.004102453,0.017482762,0.006969388,0,0.001307231,0.032745261,0.001843096,0.002592003,0.012885664,0.011325747,0.003039897,0.005103741,0.151040355,0.074904801,0.022869547,0.020587602,0.013776971,0.002868622,0.049552344,0.261798257,0.004456979,0.000542568,0.113764909,0.004816054,0.004479951,0.003662892,0.001308826,0.023513391,0.002414947,0,0.004037894,0.037269466,0.012870367,0.000834365,0.004247955,0,0.016604271,0.002191546,0,0.001482399,0,0.011200823,0.001416899,0.002039143,0.004087662,0.000750523,0,0,0,0.001565942,0.005728364,0.00434842,0.014500659,0.000712952,0.016550584,0
O21_A,ot,otter,0.000264893,0,0,0.001645074,0.000258367,0.019025228,0,0.000658587,0.03856883,0.001295733,0.002141652,0.005480204,0.004906079,0.001290112,0.00328249,0.180535345,0.075340393,0.019237776,0.014796284,0.011401779,0.002733372,0.062538551,0.256350965,0.005309506,0.001386352,0.105070416,0.002552709,0.002918979,0.004440777,0.001418554,0.030404966,0.002334455,0,0.001728737,0.019733624,0.009583159,0.000601496,0.003992771,0,0.024880837,0.002753321,0,0,0.002905839,0.017108792,0.000364784,0.000826332,0.000729701,0,0,0,0,0.001980124,0.008590139,0.002421189,0.022982015,0,0.021228714,0
O22_A,ot,otter,0.000220286,0.000166398,0,0.002980377,0.000319042,0.008258824,0,0.000522912,0.056795064,0.001604307,0.004654575,0.003919769,0.007285747,0.00116844,0.001935346,0.204013322,0.174663255,0.012195255,0.027961053,0.021122455,0.002957223,0.031319427,0.215413354,0.00491179,0.002352563,0.037603067,0.004825585,0.003085134,0.006238575,0.000948548,0.023263334,0.007848218,0,0.000948807,0.011272606,0.004865751,0,0.002853289,0,0.01587195,0.001668576,0,0,0.004799445,0.024169691,0,0,0.000994914,0,0,0,0,0.002622022,0.004652882,0.003878994,0.022201931,0,0.028645897,0
O23_A,ot,otter,0.000288547,0.000672711,0,0.003284428,0.000706771,0.004818388,0,0.000913235,0.044148441,0.000351043,0.002126895,0.008124714,0.012876535,0.002998771,0.00307648,0.172965703,0.074139961,0.01817429,0.018327495,0.020981118,0.005096105,0.055868438,0.251909717,0.005446697,0.003099248,0.067062497,0.0030091,0.004240909,0.003613714,0.001605185,0.03829201,0.007130516,0.00046785,0.002108497,0.021705108,0.009616897,0.000629349,0.00467546,0,0.023091494,0.002924226,0,0,0.004050672,0.016302331,0.000310409,0.000908012,0.001265622,0.000379097,0.000580546,0,0,0.001772572,0.010560233,0.010373024,0.023080821,0,0.029848118,0
O24_A,ot,otter,0.000203651,0,0,0.00182742,0.000536175,0.003031683,0,0.000578108,0.052624236,0.000151431,0.007062594,0.003956907,0.010446873,0.002388948,0.002016971,0.160459478,0.119265354,0.011861538,0.012411193,0.021096762,0.005305017,0.036452904,0.263028143,0.00583248,0.002597444,0.086177512,0.001450235,0.002644674,0.003947049,0.001563852,0.041337266,0.005858548,0.000642892,0.001652412,0.016739555,0.008286742,0,0.00335683,0,0.016932169,0.003276363,0,0,0.005750098,0.013659842,0,0,0.000964354,0.000514498,0,0,0,0.000888092,0.007611004,0.008759851,0.023030429,0,0.021820424,0
O25_A,ot,otter,0,8.58E-05,0,0.001318766,0.00083536,0.003366331,0.000136134,0.00064816,0.03079416,0.000191888,0.011902601,0.005488963,0.005013157,0.001911937,0.001989763,0.114739373,0.182300901,0.010836819,0.008292929,0.016841548,0.003368936,0.016106594,0.319542432,0.006693635,0.002674091,0.070618217,0.001248637,0.002451645,0.00239887,0.001265094,0.042597899,0.007718277,0.000518392,0.00116104,0.011136187,0.006501082,0.000597541,0.002628642,0,0.018052149,0.003528349,0,0,0.006146761,0.011917158,0,0,0.000617517,0,0.000313287,0,0,0.000967165,0.00690388,0.005819452,0.023292314,0,0.026520164,0
O26_A,ot,otter,0.000135946,0.000190394,0,0.002405893,0.000657946,0.011726673,0,0.000776451,0.036502535,0.000117624,0.005181012,0.005344763,0.006473028,0.001284759,0.002580032,0.146354941,0.117188538,0.017069165,0.015970743,0.014959179,0.003406232,0.031314594,0.264287665,0.005053017,0.002670056,0.107978036,0.002738064,0.003312588,0.005299244,0.001060725,0.026517863,0.004273667,0,0.001373277,0.021695723,0.008334715,0.000399587,0.003924607,0,0.02022706,0.002613107,0,0,0.003809891,0.013913005,0,0.000843426,0.001029329,0,0.000596733,0,0,0.001930204,0.010158852,0.006373215,0.025379461,0,0.034566434,0
O27_A,ot,otter,9.28E-05,0,0,0.001079689,0.00045053,0.019748757,0.000125528,0.000420556,0.027703831,0.000147559,0.007607887,0.00373564,0.005129847,0.001685425,0.001906377,0.121832413,0.13427572,0.008632781,0.007639622,0.012600933,0.002553213,0.021228564,0.355283223,0.00439536,0.000765202,0.10540361,0.001119496,0.002221508,0.002278931,0.001046382,0.029070647,0.003613005,0.000164742,0.001328599,0.014451524,0.007476476,0.001097042,0.003644407,0,0.018106392,0.002252584,0,0,0.002955529,0.007951188,0.000185854,0.000482531,0.000642861,0,0,0,0.000250614,0.000844795,0.006852579,0.004303103,0.021487462,0,0.021726679,0
O28_A,ot,otter,0,0,0,0.000966031,0,0.096993634,0,0,0.027986902,0,0.002195117,0.002358339,0.00364923,0,0.003391722,0.151462038,0.109531137,0.007686768,0.009876562,0.008303038,0.002001654,0.066602247,0.225430523,0,0,0.067662662,0,0.002755258,0.008201245,0,0.03642354,0.00205347,0,0,0.004232714,0.004522431,0,0.007289133,0,0.063210762,0.004353134,0,0,0.005412128,0.024926746,0,0,0,0,0,0,0,0,0.007010727,0.003459058,0.021629471,0,0.018422581,0
O29F_A,of,otter,0,0,0,0.000963327,0.000442731,0.067619389,0,0.000420026,0.02184468,0,0.011046634,0.002746529,0.003939528,0.001020861,0.00243014,0.089473473,0.194245289,0.010186931,0.007235978,0.014847417,0.000571393,0.013692663,0.324252601,0.001894839,0.001031294,0.087045425,0.002168794,0.001711615,0.004291214,0.001053176,0.019583517,0.002209187,0,0,0.01064621,0.004771581,0,0.002746789,0,0.019676928,0.001798467,0,0,0.001811001,0.008741186,0,0,0,0,0,0,0,0,0.00767695,0.003717906,0.02650545,0,0.023938882,0
O29T_A,ot,otter,0.000113069,8.79E-05,0,0.001714291,0.001007838,0.020917358,0,0.000568096,0.033079746,0.0002575,0.009217274,0.004645764,0.004302694,0.001034211,0.002378857,0.129473754,0.172458247,0.012798441,0.012393623,0.013908035,0.003113904,0.021220081,0.285083937,0.007026279,0.002272323,0.066968329,0.003249173,0.002543481,0.005973076,0.000916225,0.021162195,0.003640723,0.001284821,0.001022201,0.012980199,0.007435512,0.000912066,0.003330785,0,0.021005605,0.002244921,0,0,0.003510363,0.020717862,0,0.00045567,0.000753402,0,0.000308448,0,0,0.001377412,0.006460034,0.003470131,0.032648918,0,0.036555227,0
O3_A,ot,otter,0.000238274,0,0,0.001475354,0.000589848,0.014337332,0,0.000579987,0.048465258,0,0.00277258,0.005769266,0.004579716,0.001310669,0.002804853,0.143789227,0.082218165,0.013957424,0.01188693,0.011415939,0.001525137,0.043904843,0.339465287,0.0084327,0.002446093,0.075593824,0.002733848,0.002358312,0.003346369,0.001052827,0.016797218,0.002429262,0,0.001228928,0.026749096,0.008328452,0,0.003623355,0,0.017993378,0.002161794,0,0,0.00242134,0.008548837,0,0,0.001861692,0,0,0,0,0.000828477,0.008688177,0.009437407,0.027510952,0,0.034341572,0
O30F_A,of,otter,0.001022021,0,0,0,0,0.048849542,0,0,0.023597986,0,0.016058692,0,0.002595144,0,0.00152062,0.101179123,0.215766631,0.004887848,0,0.006265288,0.001820952,0.019431829,0.358473858,0,0,0.098197213,0,0,0,0,0.013013433,0,0,0,0.004939867,0.004832814,0,0.005515051,0,0.033681732,0,0,0,0,0.003626934,0,0,0,0,0,0,0,0,0.010525997,0.003658585,0.009720243,0,0.010818596,0
O30T_A,ot,otter,7.49E-05,0,0,0.000816494,0.000584365,0.022330007,0.000108588,0.000321958,0.022045623,0.000155021,0.009941616,0.00256616,0.003583342,0.001363997,0.001229287,0.104585183,0.167479973,0.006793215,0.004974374,0.010193771,0.001737089,0.013447374,0.404200768,0.00631256,0.00284515,0.103657038,0.000706694,0.002625988,0.001689579,0.000699045,0.016748705,0.002267662,0.00057992,0.000832209,0.010278767,0.006929039,0.001515448,0.005686842,0,0.014709269,0.001411853,0,0,0.001432249,0.005490212,9.72E-05,0,0.000596817,0.000153437,0,0,0.00055298,0.00064861,0.004736084,0.004323366,0.010725132,0,0.013215044,0
